context_id,k,entropy_bits,top_share,p_FACT,p_SOCR,p_COMG,p_SRCT,p_EMPA,p_REBT,p_CLAIM,p_META,ps_FACT,ps_SOCR,ps_COMG,ps_SRCT,ps_EMPA,ps_REBT,ps_CLAIM,ps_META
6a90b99fad,20,0.28639695711595625,0.95,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0625,0.020833333333333332,0.020833333333333332,0.8125,0.020833333333333332,0.020833333333333332
51d6400a08,20,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.8541666666666666,0.020833333333333332,0.020833333333333332
db22f87d7a,20,0.4689955935892812,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.020833333333333332,0.020833333333333332,0.10416666666666667,0.020833333333333332,0.020833333333333332,0.7708333333333334,0.020833333333333332,0.020833333333333332
ee6d1d8607,20,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.8541666666666666,0.020833333333333332,0.020833333333333332
8cece9a79d,20,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.8541666666666666,0.020833333333333332,0.020833333333333332
245efb8f96,20,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.8541666666666666,0.020833333333333332,0.020833333333333332
e60f1726bf,20,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.8541666666666666,0.020833333333333332,0.020833333333333332
c235c6b5ad,20,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.8541666666666666,0.020833333333333332,0.020833333333333332
1766488b92,20,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.8541666666666666,0.020833333333333332,0.020833333333333332
1f5580d744,20,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.8541666666666666,0.020833333333333332,0.020833333333333332
